dt_referencia;no_produto;no_indicador;vr_real
"2018-01-23";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-01-23";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.81
"2018-01-23";"café em coco";"Café em coco kg renda";6.97
"2018-01-23";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";98.6
"2018-01-23";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";109.61
"2018-01-23";"milho";"Milho amarelo tipo 1 sc 60 Kg";23.28
"2018-01-23";"soja";"Soja industrial tipo 1 sc 60 Kg";63.74
"2018-01-23";"trigo";"Trigo pão PH 78 sc 60 Kg";34.6
"2018-01-23";"boi";"Boi em pé arroba";140.99
"2018-01-23";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-01-23";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-01-23";"suíno";"Suíno em pé tipo carne não integrado kg";3.48
"2018-01-23";"vaca";"Vaca em pé (padrão corte) arroba";130.54
"2018-01-23";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";428.69
"2018-01-23";"mandioca";"Mandioca padrão de amido 580 g tonelada";653.46
"2018-01-24";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-01-24";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-01-24";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.81
"2018-01-24";"café em coco";"Café em coco kg renda";6.97
"2018-01-24";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";95.85
"2018-01-24";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";108.36
"2018-01-24";"milho";"Milho amarelo tipo 1 sc 60 Kg";23.27
"2018-01-24";"soja";"Soja industrial tipo 1 sc 60 Kg";63.72
"2018-01-24";"trigo";"Trigo pão PH 78 sc 60 Kg";34.6
"2018-01-24";"boi";"Boi em pé arroba";140.87
"2018-01-24";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-01-24";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-01-24";"suíno";"Suíno em pé tipo carne não integrado kg";3.46
"2018-01-24";"vaca";"Vaca em pé (padrão corte) arroba";130.36
"2018-01-24";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";428.41
"2018-01-24";"mandioca";"Mandioca padrão de amido 580 g tonelada";650.96
"2018-01-25";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-01-25";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-01-25";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.81
"2018-01-25";"café em coco";"Café em coco kg renda";6.97
"2018-01-25";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";95.43
"2018-01-25";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";113.38
"2018-01-25";"milho";"Milho amarelo tipo 1 sc 60 Kg";23.24
"2018-01-25";"soja";"Soja industrial tipo 1 sc 60 Kg";62.56
"2018-01-25";"trigo";"Trigo pão PH 78 sc 60 Kg";34.6
"2018-01-25";"boi";"Boi em pé arroba";140.86
"2018-01-25";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-01-25";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-01-25";"suíno";"Suíno em pé tipo carne não integrado kg";3.46
"2018-01-25";"vaca";"Vaca em pé (padrão corte) arroba";130.4
"2018-01-25";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";428.41
"2018-01-25";"mandioca";"Mandioca padrão de amido 580 g tonelada";650.96
"2018-01-26";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-01-26";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-01-26";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.81
"2018-01-26";"café em coco";"Café em coco kg renda";6.97
"2018-01-26";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";93.73
"2018-01-26";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";112.63
"2018-01-26";"milho";"Milho amarelo tipo 1 sc 60 Kg";23.24
"2018-01-26";"soja";"Soja industrial tipo 1 sc 60 Kg";62.39
"2018-01-26";"trigo";"Trigo pão PH 78 sc 60 Kg";34.6
"2018-01-26";"boi";"Boi em pé arroba";140.85
"2018-01-26";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-01-26";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-01-26";"suíno";"Suíno em pé tipo carne não integrado kg";3.46
"2018-01-26";"vaca";"Vaca em pé (padrão corte) arroba";130.43
"2018-01-26";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";427.88
"2018-01-26";"mandioca";"Mandioca padrão de amido 580 g tonelada";650.96
"2018-01-29";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-01-29";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-01-29";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.81
"2018-01-29";"café em coco";"Café em coco kg renda";6.96
"2018-01-29";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";95.43
"2018-01-29";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";112.61
"2018-01-29";"milho";"Milho amarelo tipo 1 sc 60 Kg";23.19
"2018-01-29";"soja";"Soja industrial tipo 1 sc 60 Kg";62.47
"2018-01-29";"trigo";"Trigo pão PH 78 sc 60 Kg";34.6
"2018-01-29";"boi";"Boi em pé arroba";141.0
"2018-01-29";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-01-29";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-01-29";"suíno";"Suíno em pé tipo carne não integrado kg";3.44
"2018-01-29";"vaca";"Vaca em pé (padrão corte) arroba";130.09
"2018-01-29";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";427.85
"2018-01-29";"mandioca";"Mandioca padrão de amido 580 g tonelada";650.96
"2018-01-30";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-01-30";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-01-30";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.81
"2018-01-30";"café em coco";"Café em coco kg renda";6.96
"2018-01-30";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";91.78
"2018-01-30";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";112.92
"2018-01-30";"milho";"Milho amarelo tipo 1 sc 60 Kg";23.31
"2018-01-30";"soja";"Soja industrial tipo 1 sc 60 Kg";62.46
"2018-01-30";"trigo";"Trigo pão PH 78 sc 60 Kg";34.6
"2018-01-30";"boi";"Boi em pé arroba";141.07
"2018-01-30";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-01-30";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-01-30";"suíno";"Suíno em pé tipo carne não integrado kg";3.41
"2018-01-30";"vaca";"Vaca em pé (padrão corte) arroba";129.67
"2018-01-30";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";428.46
"2018-01-30";"mandioca";"Mandioca padrão de amido 580 g tonelada";650.27
"2018-01-31";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-01-31";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-01-31";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.81
"2018-01-31";"café em coco";"Café em coco kg renda";6.94
"2018-01-31";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";90.24
"2018-01-31";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";112.95
"2018-01-31";"milho";"Milho amarelo tipo 1 sc 60 Kg";23.24
"2018-01-31";"soja";"Soja industrial tipo 1 sc 60 Kg";62.84
"2018-01-31";"trigo";"Trigo pão PH 78 sc 60 Kg";34.65
"2018-01-31";"boi";"Boi em pé arroba";140.64
"2018-01-31";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-01-31";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-01-31";"suíno";"Suíno em pé tipo carne não integrado kg";3.37
"2018-01-31";"vaca";"Vaca em pé (padrão corte) arroba";129.55
"2018-01-31";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";427.98
"2018-01-31";"mandioca";"Mandioca padrão de amido 580 g tonelada";649.77
"2018-02-01";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-02-01";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-02-01";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.81
"2018-02-01";"café em coco";"Café em coco kg renda";6.82
"2018-02-01";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";90.16
"2018-02-01";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";115.91
"2018-02-01";"milho";"Milho amarelo tipo 1 sc 60 Kg";23.34
"2018-02-01";"soja";"Soja industrial tipo 1 sc 60 Kg";62.95
"2018-02-01";"trigo";"Trigo pão PH 78 sc 60 Kg";34.6
"2018-02-01";"boi";"Boi em pé arroba";140.64
"2018-02-01";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-02-01";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-02-01";"suíno";"Suíno em pé tipo carne não integrado kg";3.37
"2018-02-01";"vaca";"Vaca em pé (padrão corte) arroba";129.26
"2018-02-01";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";421.39
"2018-02-01";"mandioca";"Mandioca padrão de amido 580 g tonelada";652.92
"2018-02-02";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-02-02";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-02-02";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.81
"2018-02-02";"café em coco";"Café em coco kg renda";6.82
"2018-02-02";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";89.33
"2018-02-02";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";117.05
"2018-02-02";"milho";"Milho amarelo tipo 1 sc 60 Kg";23.32
"2018-02-02";"soja";"Soja industrial tipo 1 sc 60 Kg";62.25
"2018-02-02";"trigo";"Trigo pão PH 78 sc 60 Kg";34.58
"2018-02-02";"boi";"Boi em pé arroba";140.18
"2018-02-02";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-02-02";"erva-mate";"Erva-mate folha em barranco arroba";14.0
"2018-02-02";"suíno";"Suíno em pé tipo carne não integrado kg";3.35
"2018-02-02";"vaca";"Vaca em pé (padrão corte) arroba";129.33
"2018-02-02";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";419.21
"2018-02-02";"mandioca";"Mandioca padrão de amido 580 g tonelada";652.92
"2018-02-05";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-02-05";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-02-05";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.81
"2018-02-05";"café em coco";"Café em coco kg renda";6.81
"2018-02-05";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";91.71
"2018-02-05";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";116.16
"2018-02-05";"milho";"Milho amarelo tipo 1 sc 60 Kg";23.31
"2018-02-05";"soja";"Soja industrial tipo 1 sc 60 Kg";62.63
"2018-02-05";"trigo";"Trigo pão PH 78 sc 60 Kg";34.52
"2018-02-05";"boi";"Boi em pé arroba";140.06
"2018-02-05";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-02-05";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-02-05";"suíno";"Suíno em pé tipo carne não integrado kg";3.37
"2018-02-05";"vaca";"Vaca em pé (padrão corte) arroba";128.6
"2018-02-05";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";419.52
"2018-02-05";"mandioca";"Mandioca padrão de amido 580 g tonelada";652.92
"2018-02-06";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-02-06";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-02-06";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.81
"2018-02-06";"café em coco";"Café em coco kg renda";6.74
"2018-02-06";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";91.71
"2018-02-06";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";116.9
"2018-02-06";"milho";"Milho amarelo tipo 1 sc 60 Kg";23.32
"2018-02-06";"soja";"Soja industrial tipo 1 sc 60 Kg";63.32
"2018-02-06";"trigo";"Trigo pão PH 78 sc 60 Kg";34.52
"2018-02-06";"boi";"Boi em pé arroba";140.1
"2018-02-06";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-02-06";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-02-06";"suíno";"Suíno em pé tipo carne não integrado kg";3.36
"2018-02-06";"vaca";"Vaca em pé (padrão corte) arroba";128.39
"2018-02-06";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";419.19
"2018-02-06";"mandioca";"Mandioca padrão de amido 580 g tonelada";652.92
"2018-02-07";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-02-07";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-02-07";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.76
"2018-02-07";"café em coco";"Café em coco kg renda";6.75
"2018-02-07";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";91.71
"2018-02-07";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";116.9
"2018-02-07";"milho";"Milho amarelo tipo 1 sc 60 Kg";23.32
"2018-02-07";"soja";"Soja industrial tipo 1 sc 60 Kg";63.78
"2018-02-07";"trigo";"Trigo pão PH 78 sc 60 Kg";34.52
"2018-02-07";"boi";"Boi em pé arroba";140.16
"2018-02-07";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-02-07";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-02-07";"suíno";"Suíno em pé tipo carne não integrado kg";3.31
"2018-02-07";"vaca";"Vaca em pé (padrão corte) arroba";128.49
"2018-02-07";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";419.18
"2018-02-07";"mandioca";"Mandioca padrão de amido 580 g tonelada";644.7
"2018-02-08";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-02-08";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-02-08";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.76
"2018-02-08";"café em coco";"Café em coco kg renda";6.81
"2018-02-08";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";91.71
"2018-02-08";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";117.84
"2018-02-08";"milho";"Milho amarelo tipo 1 sc 60 Kg";23.32
"2018-02-08";"soja";"Soja industrial tipo 1 sc 60 Kg";63.84
"2018-02-08";"trigo";"Trigo pão PH 78 sc 60 Kg";34.52
"2018-02-08";"boi";"Boi em pé arroba";140.09
"2018-02-08";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-02-08";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-02-08";"suíno";"Suíno em pé tipo carne não integrado kg";3.29
"2018-02-08";"vaca";"Vaca em pé (padrão corte) arroba";128.31
"2018-02-08";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";422.38
"2018-02-08";"mandioca";"Mandioca padrão de amido 580 g tonelada";630.9
"2018-02-09";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-02-09";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-02-09";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.76
"2018-02-09";"café em coco";"Café em coco kg renda";6.88
"2018-02-09";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";91.71
"2018-02-09";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";118.56
"2018-02-09";"milho";"Milho amarelo tipo 1 sc 60 Kg";23.35
"2018-02-09";"soja";"Soja industrial tipo 1 sc 60 Kg";64.18
"2018-02-09";"trigo";"Trigo pão PH 78 sc 60 Kg";34.53
"2018-02-09";"boi";"Boi em pé arroba";140.12
"2018-02-09";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-02-09";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-02-09";"suíno";"Suíno em pé tipo carne não integrado kg";3.29
"2018-02-09";"vaca";"Vaca em pé (padrão corte) arroba";128.39
"2018-02-09";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";422.83
"2018-02-09";"mandioca";"Mandioca padrão de amido 580 g tonelada";630.9
"2018-02-12";"algodão";"Pesquisa descontinuada (Algodão)";""
"2018-02-12";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";""
"2018-02-12";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";""
"2018-02-12";"café em coco";"Café em coco kg renda";""
"2018-02-12";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";""
"2018-02-12";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";""
"2018-02-12";"milho";"Milho amarelo tipo 1 sc 60 Kg";""
"2018-02-12";"soja";"Soja industrial tipo 1 sc 60 Kg";""
"2018-02-12";"trigo";"Trigo pão PH 78 sc 60 Kg";""
"2018-02-12";"boi";"Boi em pé arroba";""
"2018-02-12";"frango vivo";"Pesquisa descontinuada (Frango vivo)";""
"2018-02-12";"erva-mate";"Erva-mate folha em barranco arroba";""
"2018-02-12";"suíno";"Suíno em pé tipo carne não integrado kg";""
"2018-02-12";"vaca";"Vaca em pé (padrão corte) arroba";""
"2018-02-12";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";""
"2018-02-12";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2018-02-13";"algodão";"Pesquisa descontinuada (Algodão)";""
"2018-02-13";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";""
"2018-02-13";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";""
"2018-02-13";"café em coco";"Café em coco kg renda";""
"2018-02-13";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";""
"2018-02-13";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";""
"2018-02-13";"milho";"Milho amarelo tipo 1 sc 60 Kg";""
"2018-02-13";"soja";"Soja industrial tipo 1 sc 60 Kg";""
"2018-02-13";"trigo";"Trigo pão PH 78 sc 60 Kg";""
"2018-02-13";"boi";"Boi em pé arroba";""
"2018-02-13";"frango vivo";"Pesquisa descontinuada (Frango vivo)";""
"2018-02-13";"erva-mate";"Erva-mate folha em barranco arroba";""
"2018-02-13";"suíno";"Suíno em pé tipo carne não integrado kg";""
"2018-02-13";"vaca";"Vaca em pé (padrão corte) arroba";""
"2018-02-13";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";""
"2018-02-13";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2018-02-14";"algodão";"Pesquisa descontinuada (Algodão)";""
"2018-02-14";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";""
"2018-02-14";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";""
"2018-02-14";"café em coco";"Café em coco kg renda";""
"2018-02-14";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";""
"2018-02-14";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";""
"2018-02-14";"milho";"Milho amarelo tipo 1 sc 60 Kg";""
"2018-02-14";"soja";"Soja industrial tipo 1 sc 60 Kg";""
"2018-02-14";"trigo";"Trigo pão PH 78 sc 60 Kg";""
"2018-02-14";"boi";"Boi em pé arroba";""
"2018-02-14";"frango vivo";"Pesquisa descontinuada (Frango vivo)";""
"2018-02-14";"erva-mate";"Erva-mate folha em barranco arroba";""
"2018-02-14";"suíno";"Suíno em pé tipo carne não integrado kg";""
"2018-02-14";"vaca";"Vaca em pé (padrão corte) arroba";""
"2018-02-14";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";""
"2018-02-14";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2018-02-15";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-02-15";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-02-15";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.76
"2018-02-15";"café em coco";"Café em coco kg renda";6.89
"2018-02-15";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";91.71
"2018-02-15";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";119.27
"2018-02-15";"milho";"Milho amarelo tipo 1 sc 60 Kg";23.57
"2018-02-15";"soja";"Soja industrial tipo 1 sc 60 Kg";65.64
"2018-02-15";"trigo";"Trigo pão PH 78 sc 60 Kg";34.47
"2018-02-15";"boi";"Boi em pé arroba";140.09
"2018-02-15";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-02-15";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-02-15";"suíno";"Suíno em pé tipo carne não integrado kg";3.29
"2018-02-15";"vaca";"Vaca em pé (padrão corte) arroba";128.46
"2018-02-15";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";424.17
"2018-02-15";"mandioca";"Mandioca padrão de amido 580 g tonelada";610.27
"2018-02-16";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-02-16";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-02-16";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.76
"2018-02-16";"café em coco";"Café em coco kg renda";6.87
"2018-02-16";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";91.69
"2018-02-16";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";119.27
"2018-02-16";"milho";"Milho amarelo tipo 1 sc 60 Kg";23.55
"2018-02-16";"soja";"Soja industrial tipo 1 sc 60 Kg";66.04
"2018-02-16";"trigo";"Trigo pão PH 78 sc 60 Kg";34.49
"2018-02-16";"boi";"Boi em pé arroba";140.21
"2018-02-16";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-02-16";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-02-16";"suíno";"Suíno em pé tipo carne não integrado kg";3.29
"2018-02-16";"vaca";"Vaca em pé (padrão corte) arroba";128.78
"2018-02-16";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";422.52
"2018-02-16";"mandioca";"Mandioca padrão de amido 580 g tonelada";596.47
"2018-02-19";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-02-19";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-02-19";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.76
"2018-02-19";"café em coco";"Café em coco kg renda";6.74
"2018-02-19";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";91.69
"2018-02-19";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";117.84
"2018-02-19";"milho";"Milho amarelo tipo 1 sc 60 Kg";23.54
"2018-02-19";"soja";"Soja industrial tipo 1 sc 60 Kg";65.95
"2018-02-19";"trigo";"Trigo pão PH 78 sc 60 Kg";34.51
"2018-02-19";"boi";"Boi em pé arroba";140.32
"2018-02-19";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-02-19";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-02-19";"suíno";"Suíno em pé tipo carne não integrado kg";3.27
"2018-02-19";"vaca";"Vaca em pé (padrão corte) arroba";128.9
"2018-02-19";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";420.35
"2018-02-19";"mandioca";"Mandioca padrão de amido 580 g tonelada";596.47
"2018-02-20";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-02-20";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-02-20";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.76
"2018-02-20";"café em coco";"Café em coco kg renda";6.72
"2018-02-20";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";91.63
"2018-02-20";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";117.84
"2018-02-20";"milho";"Milho amarelo tipo 1 sc 60 Kg";23.62
"2018-02-20";"soja";"Soja industrial tipo 1 sc 60 Kg";66.31
"2018-02-20";"trigo";"Trigo pão PH 78 sc 60 Kg";34.51
"2018-02-20";"boi";"Boi em pé arroba";141.06
"2018-02-20";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-02-20";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-02-20";"suíno";"Suíno em pé tipo carne não integrado kg";3.26
"2018-02-20";"vaca";"Vaca em pé (padrão corte) arroba";130.88
"2018-02-20";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";418.37
"2018-02-20";"mandioca";"Mandioca padrão de amido 580 g tonelada";597.4
"2018-02-21";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-02-21";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-02-21";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.76
"2018-02-21";"café em coco";"Café em coco kg renda";6.72
"2018-02-21";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";87.73
"2018-02-21";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";115.96
"2018-02-21";"milho";"Milho amarelo tipo 1 sc 60 Kg";23.37
"2018-02-21";"soja";"Soja industrial tipo 1 sc 60 Kg";66.07
"2018-02-21";"trigo";"Trigo pão PH 78 sc 60 Kg";34.52
"2018-02-21";"boi";"Boi em pé arroba";140.75
"2018-02-21";"frango vivo";"Pesquisa descontinuada (Frango vivo)";0.0
"2018-02-21";"erva-mate";"Erva-mate folha em barranco arroba";13.89
"2018-02-21";"suíno";"Suíno em pé tipo carne não integrado kg";3.2
"2018-02-21";"vaca";"Vaca em pé (padrão corte) arroba";129.82
"2018-02-21";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";417.97
"2018-02-21";"mandioca";"Mandioca padrão de amido 580 g tonelada";588.28
"2018-02-22";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2018-02-22";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";0.0
"2018-02-22";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";55.76
"2018-02-22";"café em coco";"Café em coco kg renda";6.73
"2018-02-22";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";87.73
"2018-02-22";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";115.96
"2018-02-22";"milho";"Milho amarelo tipo 1 sc 60 Kg";23.82
